experiment,seed,stored_records_control,stored_records_treatment,graph_edges,queries,control_retrieval_accuracy,treatment_retrieval_accuracy,accuracy_delta,compression_ratio,control_utility,treatment_utility,control_lowhazard_risky_rate,treatment_lowhazard_risky_rate,control_missed,treatment_missed,treatment_forgotten,peak_pending,mean_best_latent_diagnosticity,control_best_estimated_reward,treatment_best_estimated_reward,control_states_visited,treatment_states_visited,true_elite_count,control_accuracy,treatment_accuracy,reversal_accuracy_with_stale_intuition,intuition_use_rate,source_compatibility_score,incompatible_source_score,gated_incompatible_accuracy,incompatible_source_used,agents,malicious_or_low_reliability_agents,control_safe_false_reject,treatment_safe_false_reject,control_execution_rate,treatment_execution_rate,mean_weighted_correction_step,tasks,replay_extra_examples_per_task,dream_extra_examples_per_task,dream_validator_error_rate,rejection_rate,control_unsafe_imitation_rate,treatment_unsafe_imitation_rate,control_goal_completion_rate,treatment_goal_completion_rate,control_suboptimal_resolution_rate,treatment_suboptimal_resolution_rate,false_survival_bypass_rate_non_threat,override_activation_rate
tadm_sparse,30541,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,30594,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,30647,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,30700,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,30753,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,30806,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,30859,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,30912,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,30965,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,31018,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,31071,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,31124,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,31177,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,31230,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,31283,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,31336,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,31389,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,31442,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,31495,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,31548,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,31601,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,31654,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,31707,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,31760,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,31813,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,31866,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,31919,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,31972,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,32025,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,32078,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,32131,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,32184,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,32237,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,32290,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,32343,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,32396,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,32449,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,32502,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,32555,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,32608,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,32661,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,32714,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,32767,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,32820,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,32873,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,32926,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,32979,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,33032,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,33085,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadm_sparse,33138,214.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,30011,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,30064,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,30117,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,30170,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,30223,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,30276,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,30329,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,30382,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,30435,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,30488,,,234.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,30541,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,30594,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,30647,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,30700,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,30753,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,30806,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,30859,,,234.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,30912,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,30965,,,234.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,31018,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,31071,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,31124,,,234.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,31177,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,31230,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,31283,,,234.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,31336,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,31389,,,234.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,31442,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,31495,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,31548,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,31601,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,31654,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,31707,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,31760,,,234.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,31813,,,234.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,31866,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,31919,,,234.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,31972,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,32025,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,32078,,,233.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,32131,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,32184,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,32237,,,234.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,32290,,,233.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,32343,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,32396,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,32449,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,32502,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,32555,,,234.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,32608,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,32661,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,32714,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,32767,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,32820,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,32873,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,32926,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,32979,,,234.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,33032,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,33085,,,235.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emg_multihop,33138,,,234.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,30011,,,,,0.9583333333333334,1.0,0.04166666666666663,0.11571841851494696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,30064,,,,,0.9583333333333334,1.0,0.04166666666666663,0.11545801526717557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,30117,,,,,0.9666666666666667,1.0,0.033333333333333326,0.1228600201409869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,30170,,,,,0.9666666666666667,1.0,0.033333333333333326,0.12564366632337795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,30223,,,,,0.9583333333333334,1.0,0.04166666666666663,0.119140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,30276,,,,,0.975,1.0,0.025000000000000022,0.11747572815533981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,30329,,,,,0.9333333333333333,1.0,0.06666666666666665,0.11932938856015779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,30382,,,,,0.9333333333333333,1.0,0.06666666666666665,0.1171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,30435,,,,,0.9416666666666667,1.0,0.05833333333333335,0.11921182266009853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,30488,,,,,0.9916666666666667,1.0,0.008333333333333304,0.11571841851494696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,30541,,,,,0.9666666666666667,0.9916666666666667,0.025000000000000022,0.12879581151832462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,30594,,,,,0.95,1.0,0.050000000000000044,0.11266294227188083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,30647,,,,,0.95,1.0,0.050000000000000044,0.11601150527325024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,30700,,,,,0.9416666666666667,0.9916666666666667,0.050000000000000044,0.12323232323232323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,30753,,,,,0.9666666666666667,1.0,0.033333333333333326,0.12615384615384614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,30806,,,,,0.9333333333333333,1.0,0.06666666666666665,0.12335692618806876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,30859,,,,,0.975,1.0,0.025000000000000022,0.1214574898785425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,30912,,,,,0.9833333333333333,1.0,0.01666666666666672,0.12063808574277168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,30965,,,,,0.9583333333333334,1.0,0.04166666666666663,0.11080332409972299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,31018,,,,,0.9583333333333334,1.0,0.04166666666666663,0.12160804020100502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,31071,,,,,0.9666666666666667,1.0,0.033333333333333326,0.12075848303393213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,31124,,,,,0.9583333333333334,1.0,0.04166666666666663,0.12055335968379446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,31177,,,,,0.975,1.0,0.025000000000000022,0.11612284069097889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,31230,,,,,0.975,1.0,0.025000000000000022,0.11131554737810488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,31283,,,,,0.9333333333333333,0.9916666666666667,0.05833333333333335,0.12312312312312312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,31336,,,,,0.9416666666666667,0.9916666666666667,0.050000000000000044,0.11549295774647887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,31389,,,,,0.9583333333333334,1.0,0.04166666666666663,0.12398373983739837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,31442,,,,,0.95,1.0,0.050000000000000044,0.12448559670781893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,31495,,,,,0.9833333333333333,0.9916666666666667,0.008333333333333415,0.1251303441084463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,31548,,,,,0.875,1.0,0.125,0.12879581151832462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,31601,,,,,0.9583333333333334,1.0,0.04166666666666663,0.11556829035339064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,31654,,,,,0.9833333333333333,1.0,0.01666666666666672,0.11707317073170732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,31707,,,,,0.95,1.0,0.050000000000000044,0.11594202898550725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,31760,,,,,0.9583333333333334,1.0,0.04166666666666663,0.12448559670781893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,31813,,,,,0.9666666666666667,1.0,0.033333333333333326,0.11673151750972763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,31866,,,,,0.95,1.0,0.050000000000000044,0.11619047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,31919,,,,,0.9583333333333334,1.0,0.04166666666666663,0.11601150527325024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,31972,,,,,0.95,0.9916666666666667,0.04166666666666674,0.11725452812202097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,32025,,,,,0.975,1.0,0.025000000000000022,0.11494252873563218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,32078,,,,,0.9333333333333333,1.0,0.06666666666666665,0.11857707509881422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,32131,,,,,0.95,1.0,0.050000000000000044,0.11616650532429816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,32184,,,,,0.9666666666666667,1.0,0.033333333333333326,0.11874386653581943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,32237,,,,,0.9833333333333333,0.9916666666666667,0.008333333333333415,0.1181026137463698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,32290,,,,,0.9666666666666667,1.0,0.033333333333333326,0.11730205278592376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,32343,,,,,0.9416666666666667,1.0,0.05833333333333335,0.11984282907662082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,32396,,,,,0.9666666666666667,1.0,0.033333333333333326,0.11811023622047244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,32449,,,,,0.9833333333333333,1.0,0.01666666666666672,0.11968348170128586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,32502,,,,,0.95,1.0,0.050000000000000044,0.12187812187812187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,32555,,,,,0.925,1.0,0.07499999999999996,0.11798839458413926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,32608,,,,,0.9666666666666667,1.0,0.033333333333333326,0.119960668633235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,32661,,,,,0.975,1.0,0.025000000000000022,0.11695906432748537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,32714,,,,,0.9416666666666667,1.0,0.05833333333333335,0.11673151750972763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,32767,,,,,0.9333333333333333,1.0,0.06666666666666665,0.12103174603174603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,32820,,,,,0.9583333333333334,1.0,0.04166666666666663,0.12185297079556898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,32873,,,,,0.975,1.0,0.025000000000000022,0.12209889001009082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,32926,,,,,0.9916666666666667,1.0,0.008333333333333304,0.11287313432835822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream_consolidation,32979,,,,,0.95,1.0,0.050000000000000044,0.12359550561797752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
